mmsi,vessel_id,vessel_name,trip_id,trip_start,trip_end,trip_start_anchorage_name,trip_end_anchorage_name,trip_start_visit_id,trip_end_visit_id
259265000,a3db8158d-dbad-19e4-fc3d-81b197320ca1,客轮_2070,259265000-a3db8158d-dbad-19e4-fc3d-81b197320ca1-0193bb641e28,2024-12-12 15:02:01 UTC,2024-12-13 06:41:38 UTC,码头区_北区_09,码头区_新区_91,aed8bf42c54cf3dde2fc70be294c9549,af8869dbc81c4803b13ea34bde4dc102
710003080,9e7047bfe-eb3d-175d-46d6-6e012dd814bd,渔船_0104,710003080-9e7047bfe-eb3d-175d-46d6-6e012dd814bd-0193f117a940,2024-12-23 01:18:00 UTC,2024-12-24 18:35:22 UTC,码头区_中心区_66,码头区_新区_91,7f57f59649a68aab0e85534b2fc4489b,91f4efa486dc7ccfc089a9860e7ac8ac
257750000,9c423d056-6b1a-a66f-af55-5376a1339263,散货船_2093,257750000-9c423d056-6b1a-a66f-af55-5376a1339263-0193b5bbb148,2024-12-11 12:39:57 UTC,2024-12-12 07:00:59 UTC,港口_老区_45,码头区_新区_91,7159debd860ed7f0032bb2834a8c9dde,234323dc8c30b0a3cddc879321b16ff1
710006928,35d8ebd5b-b43f-0296-70fc-f1b294704861,油轮_0844,710006928-35d8ebd5b-b43f-0296-70fc-f1b294704861-0193bca0dc18,2024-12-12 20:47:59 UTC,2024-12-13 04:22:17 UTC,装卸区_中心区_53,港区_西区_57,c09e544bcb713c0ecdeb0a132aefdea3,b861302ee2bafc20bbb359e643ab898b
710016450,4e14bb165-511f-b7d9-6fb4-7a9a7a0d4379,集装箱船_2955,710016450-4e14bb165-511f-b7d9-6fb4-7a9a7a0d4379-01938f866d60,2024-12-04 02:36:12 UTC,2024-12-06 03:47:03 UTC,码头区_中心区_66,码头区_北区_09,d979c5a763bd473ae6cbc9b7846761ee,bea0b030cd4488038bbff8ae166f961c
710031450,daec4e02b-b1ae-087f-f5de-9bdbe1e31ea4,散货船_9366,710031450-daec4e02b-b1ae-087f-f5de-9bdbe1e31ea4-0193c6100170,2024-12-14 16:45:58 UTC,2024-12-14 20:56:39 UTC,码头区_新区_80,港区_北区_24,685b3292ccf2cbd934c6e4c593076eb5,c1cdc6aa77ad00d85ff05491acd20b28
710335000,c623a0a03-3d60-6de3-e6f4-c6726e22f5d9,渔船_0870,710335000-c623a0a03-3d60-6de3-e6f4-c6726e22f5d9-01939d9ca0e0,2024-12-06 20:15:08 UTC,2024-12-07 12:16:08 UTC,停泊区_南区_67,港区_北区_24,678dd0955b8123a213578a2f3bcec6ae,167b13e0c6c25fef1d22b6b8873b8ac6
710260000,798eb0bbb-b480-b616-2a99-70a705043864,渔船_3452,710260000-798eb0bbb-b480-b616-2a99-70a705043864-0193d57507c8,2024-12-17 16:30:37 UTC,2024-12-24 13:16:35 UTC,码头区_中心区_66,装卸区_中心区_84,4ca066095492d3feb08abbbaef5b4791,675ce074a8da5da6871d1abeae62bd03
710004180,24e78f504-4926-575e-59f5-6a44c809e2e0,货轮_0121,710004180-24e78f504-4926-575e-59f5-6a44c809e2e0-0193e630d808,2024-12-20 22:29:41 UTC,2024-12-21 02:44:39 UTC,泊位_新区_79,装卸区_新区_44,4420475041a1af033d3f38eb69aae530,4a371a4ec486c5fe72126aac4109a1ec
710021570,50c8c3bf8-8454-173b-459e-d7385c712fc6,货轮_0020,710021570-50c8c3bf8-8454-173b-459e-d7385c712fc6-019400d84cb8,2024-12-26 02:42:43 UTC,2024-12-26 03:27:00 UTC,港口_南区_73,锚地_南区_05,43f1e2282e172a7f387e76aed555cc4e,fa2fd51654e7df91d7fa81abd43cdd7c
710026230,8e662b322-2041-72f5-e377-8cd5b3b5cb99,渔船_6932,710026230-8e662b322-2041-72f5-e377-8cd5b3b5cb99-0193fce5e4a8,2024-12-25 08:19:05 UTC,2024-12-26 09:08:09 UTC,停泊区_南区_67,港区_东区_27,12a2c5b1ce4c009cd8ee4c3f6da49fe7,bd6e68174c8ece3cce53af9cdb11fc85
710030390,0f4d6f5b4-41e4-4956-c9ce-38665ea99e4f,油轮_7115,710030390-0f4d6f5b4-41e4-4956-c9ce-38665ea99e4f-01937ee7f8c0,2024-11-30 21:09:12 UTC,2024-12-01 13:25:17 UTC,码头区_中心区_66,码头区_港区_79,4d9861bdbb10b7e3410ef0219ce3f9d6,386031dcc09a1a1aa95b84aec3a895e8
710027040,b6ed4bcc3-3e72-77ef-41bc-64dccb6aef5e,油轮_9676,710027040-b6ed4bcc3-3e72-77ef-41bc-64dccb6aef5e-01939a0a5e18,2024-12-06 03:36:31 UTC,2024-12-19 17:12:50 UTC,港区_新区_48,停泊区_老区_91,e31dcf7c075f2f37d682a51b5c337e9e,ce0ffd2e790e1eafc0579e5dc96bf47d
710029940,2c5d60cba-a2c9-ac3e-f371-52647d4b3f79,拖船_8997,710029940-2c5d60cba-a2c9-ac3e-f371-52647d4b3f79-0193a0ac4240,2024-12-07 10:31:04 UTC,2024-12-07 18:26:37 UTC,码头_北区_62,码头区_新区_80,b9e314388fb4d7f12c8deda3f5fe85fe,6b40f1a5af50f2a4469e783176a348f8
710031450,daec4e02b-b1ae-087f-f5de-9bdbe1e31ea4,散货船_9366,710031450-daec4e02b-b1ae-087f-f5de-9bdbe1e31ea4-01938e6f11c0,2024-12-03 21:31:04 UTC,2024-12-04 15:52:01 UTC,码头区_中心区_66,码头区_新区_80,b497d0b38f8cbdea69f9bdf15f8662d9,ad1db7e5ecb9fc1f88e5af8f3c9bdeb1
257940000,b611f28e5-58e3-463e-5738-d83666d658e9,散货船_7806,257940000-b611f28e5-58e3-463e-5738-d83666d658e9-0193845d0548,2024-12-01 22:35:09 UTC,2024-12-03 15:26:42 UTC,停泊区_南区_67,码头_东区_95,d4d49bf53a7c5179ad31a54375df4b74,62fc3768f9aba6b6bdbcb0db07bc5657
710033440,0aaf43076-6d14-346e-9ca6-dc3bf1a03769,邮轮_6722,710033440-0aaf43076-6d14-346e-9ca6-dc3bf1a03769-0193ddbecba8,2024-12-19 07:08:09 UTC,2024-12-19 08:21:18 UTC,泊位_新区_68,泊位_新区_68,4b78b09d45b96e6077d83341022aa5ee,1f819960be021ea15514ca52d3eac564
311000740,d6b036b15-596f-7fa4-997b-df978e534f8b,拖船_8528,311000740-d6b036b15-596f-7fa4-997b-df978e534f8b-0193dc460a70,2024-12-19 00:16:38 UTC,2024-12-21 09:08:36 UTC,码头区_中心区_66,泊位_新区_68,6b74fe2045fdebee4bd78148661b690e,aa678344de5d523bbe4d2834e329ad38
710033580,ca833c008-83b1-4462-a0d7-43d8849f6d78,集装箱船_3748,710033580-ca833c008-83b1-4462-a0d7-43d8849f6d78-0193ce184f80,2024-12-16 06:12:00 UTC,2024-12-16 11:34:35 UTC,港区_东区_27,锚地_西区_13,b06a32ea25beb5bf64d067b7eb493edc,fcb17acb56d746173d33e615cd9b0820
710006928,35d8ebd5b-b43f-0296-70fc-f1b294704861,油轮_0844,710006928-35d8ebd5b-b43f-0296-70fc-f1b294704861-0194128b32e0,2024-12-29 13:11:40 UTC,2024-12-29 19:46:42 UTC,港区_南区_69,锚地_港区_68,7d968d187de3fc16950e046b244d589e,923f6f435f3eb78bac8bfe106d20b309
710004852,2e8f33abb-b17b-ece9-2e93-80472925388d,客轮_2117,710004852-2e8f33abb-b17b-ece9-2e93-80472925388d-0193ee94ee30,2024-12-22 13:35:58 UTC,2024-12-22 19:34:19 UTC,码头_新区_75,装卸区_南区_67,f0add1004b8d1d98aca9f4572543a650,9dfcfc2b8a143ba0b61ea9af3e7204a0
710000698,1f1d333ca-a469-f345-286a-962b7d9ce764,货轮_6328,710000698-1f1d333ca-a469-f345-286a-962b7d9ce764-0193abcae0a0,2024-12-09 14:20:20 UTC,2024-12-11 23:51:51 UTC,港口_中心区_09,港口_中心区_09,80b4dcb61c3e013e82f543f7de39e825,1231c2109b6e245c2c0edb8e80c9c15d
710002790,6d5a67553-3356-b1e0-4b0d-74b6ded8cc2f,集装箱船_2399,710002790-6d5a67553-3356-b1e0-4b0d-74b6ded8cc2f-01939722ce88,2024-12-05 14:04:21 UTC,2024-12-05 22:05:18 UTC,港口_中心区_09,港口_中心区_09,c63d2e5dc27042b7a097184a006604b5,eddb8821535089e9dc59b6a9b0f2d0e5
710005865,cde7abe60-093f-6a5b-1056-7199a9cfa9c2,集装箱船_4641,710005865-cde7abe60-093f-6a5b-1056-7199a9cfa9c2-01940ed4c648,2024-12-28 19:53:33 UTC,2024-12-28 21:56:18 UTC,装卸区_港区_87,港口_中心区_09,6a4c5e7ecec3586d56bbe8fda2260fe2,38485fb454542d07939f3c60e1737ae0
710005681,93160f8c3-30ff-44ec-10f5-e5b0fec617ce,拖船_3271,710005681-93160f8c3-30ff-44ec-10f5-e5b0fec617ce-01939aaeb468,2024-12-06 06:36:01 UTC,2024-12-06 18:12:59 UTC,装卸区_港区_87,港口_中心区_09,9c4a9a115daceff1ef05aab81b2f6bf5,902e8d7e0ed81362ec950a167a29ef72
710033470,e62696f9e-ed40-8073-0690-1913c5cf191d,邮轮_8349,710033470-e62696f9e-ed40-8073-0690-1913c5cf191d-0193b5616fd0,2024-12-11 11:01:22 UTC,2024-12-12 02:06:21 UTC,停泊区_南区_67,港口_中心区_09,11cb5490c0fbbf5fc006e3048bca5c57,db3f7930dea9fc9e7b8abb8eb0e4644d
710000698,1f1d333ca-a469-f345-286a-962b7d9ce764,货轮_6328,710000698-1f1d333ca-a469-f345-286a-962b7d9ce764-01938b76e060,2024-12-03 07:40:44 UTC,2024-12-05 02:24:01 UTC,港口_东区_76,港口_中心区_09,6928d038212881245c145dfbd7dce6fb,08f9a84b26bf4e28dd2ae98e4531be5c
710005669,89c3869ff-fb8d-8b76-6f22-3aed53251958,邮轮_8120,710005669-89c3869ff-fb8d-8b76-6f22-3aed53251958-0193be4237d8,2024-12-13 04:23:51 UTC,2024-12-13 04:41:41 UTC,装卸区_港区_87,码头_中心区_24,c0eacd61af86290eee46e54483281991,89f8326fca1e47f7ed644cf3094fd105
710033470,e62696f9e-ed40-8073-0690-1913c5cf191d,邮轮_8349,710033470-e62696f9e-ed40-8073-0690-1913c5cf191d-019408ba9850,2024-12-27 15:27:14 UTC,2024-12-27 17:09:43 UTC,停泊区_北区_33,码头_中心区_24,c406a81a4a415159bf9060cd9a0b3bf2,dd79a1880417b7648a2674b0e240a452
232050912,afa654889-94fc-0df4-0eb4-a2ccc2e9aef8,渔船_7811,232050912-afa654889-94fc-0df4-0eb4-a2ccc2e9aef8-01937dc38d60,2024-11-30 15:49:48 UTC,2024-12-01 04:40:04 UTC,停泊区_南区_67,码头_中心区_24,011321012834ac5beac0b607360b36ee,dcd9163baf27cbb66eb81fed9cd271ec
710004852,2e8f33abb-b17b-ece9-2e93-80472925388d,客轮_2117,710004852-2e8f33abb-b17b-ece9-2e93-80472925388d-0193d4be7d50,2024-12-17 13:11:14 UTC,2024-12-17 19:16:06 UTC,装卸区_南区_67,码头_新区_75,729233650c75ed0e931814cb2589335d,f0add1004b8d1d98aca9f4572543a650
710010670,f9592127b-b85d-c248-475b-72b25bf8e51e,客轮_1335,710010670-f9592127b-b85d-c248-475b-72b25bf8e51e-01940afc7db8,2024-12-28 01:58:27 UTC,2024-12-28 03:01:04 UTC,码头_新区_75,码头_新区_75,f75ce7eb2445d61ad4b28d175f252f23,f317a125af8a4d6be2b2afa19e2e79e7
235010720,6135548b2-22fb-1cee-39eb-4abbfe444c36,渔船_0756,235010720-6135548b2-22fb-1cee-39eb-4abbfe444c36-01939dc9fe28,2024-12-06 21:04:41 UTC,2024-12-06 22:31:22 UTC,码头_北区_62,码头_新区_55,3491def54e190205bb723123b972a72a,365a6480ca2a83df163dc3e61b8accf3
710005681,93160f8c3-30ff-44ec-10f5-e5b0fec617ce,拖船_3271,710005681-93160f8c3-30ff-44ec-10f5-e5b0fec617ce-0193a69f0278,2024-12-08 14:14:19 UTC,2024-12-08 16:42:30 UTC,港口_中心区_09,码头_新区_55,f437f5f93485604c889a2dcf688f94ce,4fd3555dc05aeb1a8a8d5a6ff0f9eca8
710002128,cff81ca3b-b154-f071-6366-fb300ae69077,客轮_2336,710002128-cff81ca3b-b154-f071-6366-fb300ae69077-0193af194080,2024-12-10 05:44:48 UTC,2024-12-10 09:50:12 UTC,码头_新区_55,码头_新区_55,eac595f570b1a36ca323ceb459c75088,9fd14f6077060c79ef239d7f2a5d3c74
710005130,d53b38ed4-4692-64c8-8a47-0511f95e32a2,油轮_8951,710005130-d53b38ed4-4692-64c8-8a47-0511f95e32a2-0193a9b88718,2024-12-09 04:41:03 UTC,2024-12-09 11:59:25 UTC,港口_新区_11,港口_新区_11,46335876da491226a99acfa73154af05,c0aa4b071ebd8bdd9156c776cff2f201
710005130,d53b38ed4-4692-64c8-8a47-0511f95e32a2,油轮_8951,710005130-d53b38ed4-4692-64c8-8a47-0511f95e32a2-0193ace62c10,2024-12-09 19:29:46 UTC,2024-12-12 14:26:10 UTC,港口_新区_11,港口_新区_11,c0aa4b071ebd8bdd9156c776cff2f201,d1123785ac86d2795114d6a01f244223
710001926,71c60fc5a-a455-7311-d8fb-884d731f809e,渔船_4766,710001926-71c60fc5a-a455-7311-d8fb-884d731f809e-0193c36da8a0,2024-12-14 04:29:24 UTC,2024-12-15 07:33:40 UTC,锚地_南区_30,港口_新区_11,0d0cd36dd0f3e2e7f02aec1087bab962,adba134b4c6c046777a0133e37030c7a
710002128,cff81ca3b-b154-f071-6366-fb300ae69077,客轮_2336,710002128-cff81ca3b-b154-f071-6366-fb300ae69077-0193f88f7ef0,2024-12-24 12:06:14 UTC,2024-12-24 12:17:11 UTC,锚地_南区_30,港口_新区_11,9b47ac91dbd4121b479e1bc8e0b14539,45c52438fbe606f8e0afee8aed53ee8a
710001926,71c60fc5a-a455-7311-d8fb-884d731f809e,渔船_4766,710001926-71c60fc5a-a455-7311-d8fb-884d731f809e-0193dd596a88,2024-12-19 05:17:25 UTC,2024-12-19 17:51:57 UTC,停泊区_南区_67,港口_新区_11,5cb794efab3dbc400400d73882b74f92,edde1e1f2052906081e1464475282504
710004737,89286e4a1-1156-1c9d-1cbf-474b34d244ff,集装箱船_0231,710004737-89286e4a1-1156-1c9d-1cbf-474b34d244ff-0193832855d8,2024-12-01 16:57:59 UTC,2024-12-02 06:50:10 UTC,码头区_中心区_66,港口_新区_11,2956541ff3fb28c295d1ce049482963c,302fbeafaa8206bf4ba036febdaaffcb
710005669,89c3869ff-fb8d-8b76-6f22-3aed53251958,邮轮_8120,710005669-89c3869ff-fb8d-8b76-6f22-3aed53251958-0194091723b8,2024-12-27 17:08:19 UTC,2024-12-28 03:53:10 UTC,码头区_中心区_66,港口_新区_11,06c0e6944d1d92eb302a0c0467312eca,769e18645ee82e997f563a1537123aef
311031800,e41036e37-759f-ee0c-927d-35a3079fc6ad,客轮_3121,311031800-e41036e37-759f-ee0c-927d-35a3079fc6ad-019400a5bf50,2024-12-26 01:47:30 UTC,2024-12-28 04:52:50 UTC,锚地_南区_30,装卸区_北区_05,d89b150fe8f847e7917db04414e45893,017c7cd0e20d17557cc9748d3ea4cd2d
710028730,a3a17f684-431f-e556-8239-fe224be795a4,邮轮_9581,710028730-a3a17f684-431f-e556-8239-fe224be795a4-0193ec866150,2024-12-22 04:00:50 UTC,2024-12-22 21:26:53 UTC,码头区_中心区_66,装卸区_港区_87,1ae9f62c9ded7072fa067fa93e1ee7ac,2db19571b8056919c115b3cc6fb022e6
710007318,b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f,拖船_3222,710007318-b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f-019409ea65c0,2024-12-27 20:59:04 UTC,2024-12-28 14:34:46 UTC,港口_中心区_25,停泊区_中心区_11,e2fc2f9ace0d17362a8e5106892c92d1,96f0664d449bb153a8b6d78344b639be
710005127,766966a11-12f5-5120-d7e3-d64c9f0ef2db,油轮_8185,710005127-766966a11-12f5-5120-d7e3-d64c9f0ef2db-0193c85c75f8,2024-12-15 03:28:43 UTC,2024-12-15 07:09:25 UTC,停泊区_北区_33,锚地_老区_64,7f84da80f162b0976fe9a6e057a6fd4d,16034746779d1f8fd6fd609a478e3313
710004180,24e78f504-4926-575e-59f5-6a44c809e2e0,货轮_0121,710004180-24e78f504-4926-575e-59f5-6a44c809e2e0-0193f75f4420,2024-12-24 06:33:56 UTC,2024-12-24 09:36:04 UTC,泊位_新区_79,码头区_东区_30,fe559b5c4d983af584119bd11f6bd3f2,293a102cb7974333e6e3c1bf93276035
710033090,04e9c531b-b0f1-3664-7f2b-42205db7ac83,散货船_0024,710033090-04e9c531b-b0f1-3664-7f2b-42205db7ac83-019416d74028,2024-12-30 09:13:13 UTC,2024-12-30 10:28:44 UTC,装卸区_北区_05,泊位_新区_79,52bf03469482464d2bf72ffa4453cc8a,fcc9a309c7cae4705d387d9db875b0f1
710007318,b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f,拖船_3222,710007318-b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f-01939aaa4b80,2024-12-06 06:31:12 UTC,2024-12-07 02:39:08 UTC,停泊区_中心区_11,泊位_新区_79,b725b5cb70ac966c23be1ac25d1dc386,b1c607880c4dbe0d27afa4416a5a46a4
368295970,5e4a0bde7-7632-9d98-d0be-4848ff0d1845,散货船_0302,368295970-5e4a0bde7-7632-9d98-d0be-4848ff0d1845-019385328588,2024-12-02 02:28:21 UTC,2024-12-03 10:04:30 UTC,码头区_中心区_66,泊位_新区_79,9ff660459504eb322d0b79eea33f44b6,b88e05cfd9f5d9ef616fcc35c8b58bfd
710001100,01ed8e576-69b9-1fe7-7a14-1a1a8609b11b,渔船_2420,710001100-01ed8e576-69b9-1fe7-7a14-1a1a8609b11b-019401227900,2024-12-26 04:03:44 UTC,2024-12-27 14:59:57 UTC,码头区_中心区_66,泊位_新区_79,eaee47866a56d1a752b8a04e679a72a4,c4a08b6fdafd247d736a6630dd3f7e12
563151600,190fdca1d-d4c3-6278-ecfe-4afab6ef566b,集装箱船_9975,563151600-190fdca1d-d4c3-6278-ecfe-4afab6ef566b-0193db107c58,2024-12-18 18:38:31 UTC,2024-12-19 12:14:30 UTC,泊位_北区_03,泊位_新区_79,6464091ddb132b1463ad88abd127be8b,59295582587e23e83f1f51a2ba339b98
710123213,5054ced1a-a6c3-8f4b-97b4-f04262372bc9,集装箱船_2699,710123213-5054ced1a-a6c3-8f4b-97b4-f04262372bc9-0193902fb168,2024-12-04 05:41:05 UTC,2024-12-05 00:12:02 UTC,停泊区_港区_05,锚地_西区_73,fcdfd2bc8cf7093b16706a133d64ae0c,2fabd3189c2fb869332690d9fc98fdc8
311065400,39fc515b9-9043-3fa2-c6f2-3313de6108d7,客轮_1609,311065400-39fc515b9-9043-3fa2-c6f2-3313de6108d7-0193e9388a28,2024-12-21 12:36:57 UTC,2024-12-23 18:19:52 UTC,装卸区_南区_93,锚地_南区_83,444d9287d36b7982b7fcb52dfdb5491b,671125d0a2273e5aebcfd0ef601c4ee5
710028830,49f9d8b54-42ce-1105-ae2e-5802b1b466ca,散货船_9151,710028830-49f9d8b54-42ce-1105-ae2e-5802b1b466ca-0193e5eb7a38,2024-12-20 21:13:55 UTC,2024-12-21 04:15:44 UTC,港口_新区_11,停泊区_北区_33,856dd1a7d0ffb24d36cc001769c8475d,422fa8c4be9f7e15d3ae1ebc2dbb9c36
710001280,3fd60ac29-95a2-cabf-4f4d-6132d01d3d94,渔船_7511,710001280-3fd60ac29-95a2-cabf-4f4d-6132d01d3d94-0193dab38778,2024-12-18 16:56:59 UTC,2024-12-20 01:33:31 UTC,港口_北区_72,停泊区_北区_33,c1a001894161d06e0e5fdb97a0b191b6,197353dcd16d611de32885c3065ce7df
311000096,917a59fa5-5ed1-ac56-61fc-ac8057709294,邮轮_3421,311000096-917a59fa5-5ed1-ac56-61fc-ac8057709294-01939065adb8,2024-12-04 06:40:03 UTC,2024-12-18 15:13:50 UTC,港口_南区_94,停泊区_东区_39,d9804dace51271b03ef96169bd1bfe67,62d0dc4743a1ffe1660dfb2f24ea9f12
710007318,b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f,拖船_3222,710007318-b7fb440aa-a4e8-8808-43a8-6f36f5a4e81f-0193a4944628,2024-12-08 04:43:21 UTC,2024-12-08 22:02:45 UTC,泊位_新区_79,锚地_南区_30,18ba241f55f06aeee1a6708d31e846ab,b7f6cab240946bdafb4ba63b29b2eed4
710006364,6581fbc1e-e5cf-a8e1-8bac-700099878c7a,油轮_9296,710006364-6581fbc1e-e5cf-a8e1-8bac-700099878c7a-01939b4a92c0,2024-12-06 09:26:16 UTC,2024-12-07 21:48:03 UTC,停泊区_北区_33,锚地_南区_30,9628ad64750ce3db69dbdef2ecd7b493,2fd19632e8227ee3754f2d383b094e4d
710018480,a7ffbfc61-1593-a666-b1a6-8322d6953784,拖船_0532,710018480-a7ffbfc61-1593-a666-b1a6-8322d6953784-01939ae1af30,2024-12-06 07:31:42 UTC,2024-12-08 04:00:21 UTC,码头区_中心区_66,锚地_南区_30,84e3a9790a41c8b1058bb979a7a39b2d,870cc29a66c2f6192e77fc63d7774df1
710003050,8e4f1e4c7-7523-9771-9956-b0ecc1a1524d,散货船_0464,710003050-8e4f1e4c7-7523-9771-9956-b0ecc1a1524d-01938add7308,2024-12-03 04:53:09 UTC,2024-12-03 08:24:53 UTC,港口_新区_11,港口_北区_72,77e5f2cb58247ac8898f3976f7b1e440,0df192da14ff09b94d76a879492b686c
710016420,ddb5d7425-5084-37dd-bc54-16f87815c2f9,油轮_0637,710016420-ddb5d7425-5084-37dd-bc54-16f87815c2f9-0193e9f3db48,2024-12-21 16:01:33 UTC,2024-12-21 20:15:36 UTC,锚地_南区_30,港口_北区_72,a3fd4338d5bf6c1b975c277ffe4ac965,a2ee55e1312bbc146ed587e0528c5bf7
710011290,b94d119e6-6683-98f4-4814-fc4b338ecf10,邮轮_2221,710011290-b94d119e6-6683-98f4-4814-fc4b338ecf10-0193add66bf8,2024-12-09 23:52:11 UTC,2024-12-10 00:21:39 UTC,港口_北区_72,港口_北区_72,09708a54f3ef9fbc8d6f4052baaf8535,987eadcc2b96b8fb9c0423c4589acce1
311065300,56df58a66-6733-6cbf-5c65-16ea200a3eba,油轮_5945,311065300-56df58a66-6733-6cbf-5c65-16ea200a3eba-01938934a120,2024-12-02 21:09:08 UTC,2024-12-02 22:53:20 UTC,港口_北区_72,港口_北区_72,3088bed4d494ebea2e20021ebb343883,9374cd4991434015be0ee9770e5eb7db
533130892,120e72887-7298-955f-1387-05b88737722d,邮轮_1555,533130892-120e72887-7298-955f-1387-05b88737722d-0193e0a384a8,2024-12-19 20:37:13 UTC,2024-12-21 07:39:49 UTC,港口_南区_94,港口_北区_72,979e2124e44d591194fd45fa43f0b218,12db82e1f361b5e069332f020beba103
710028830,49f9d8b54-42ce-1105-ae2e-5802b1b466ca,散货船_9151,710028830-49f9d8b54-42ce-1105-ae2e-5802b1b466ca-0193fd77dbd8,2024-12-25 10:58:31 UTC,2024-12-30 04:46:03 UTC,港口_北区_72,港区_南区_56,abadab885a62fc98923a2a9859f9be15,5639892e3a6c5311ab61d66ade8383a9
710008710,3fc08c290-064c-e22f-3798-06a753dd3613,油轮_0162,710008710-3fc08c290-064c-e22f-3798-06a753dd3613-0193f9166a00,2024-12-24 14:33:36 UTC,2024-12-24 14:46:53 UTC,停泊区_南区_83,停泊区_南区_83,3d442ab1a372aa104f8f016a59212b6c,154068d6a61e7af73b617495059274b7
710001926,71c60fc5a-a455-7311-d8fb-884d731f809e,渔船_4766,710001926-71c60fc5a-a455-7311-d8fb-884d731f809e-0193e8d991a8,2024-12-21 10:53:13 UTC,2024-12-21 13:26:53 UTC,港口_西区_55,停泊区_南区_83,cb9561bfc5dd9533b7f76e7938ba2ab2,53442eeef86db928b20b46f2a9d48c43
